MTDID;IMG_original;IMG_cleaned;MIDI_EDM;WAV_MTD;WAV_WCM;BMID;EDMID;ComposerID;ComposerBirth;ComposerDeath;WorkID;PerformanceID;CollectionID;MusicBrainzID;LabelID;WCMID;WorkTitle;ThemeLabelBM;ThemeInstruments;WorkInstruments;Ensemble;Polyphony;NameCD;NameTrack;StartTime;EndTime;MidiTransposition;Comment1;Comment2;Comment3
0935;MTD0935_Beethoven_Op079-02.jpg;MTD0935_Beethoven_Op079-02.jpg;MTD0935_Beethoven_Op079-02.mid;MTD0935_Beethoven_Op079-02.wav;Beethoven_Op079-02_Brendel_BC-WCM6831.wav;B817;0941;Beethoven;1770;1827;Op079-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6831;;;Piano;Piano;Solo;Homophon;049;Track06;00:00.3;00:07.6;0;MidiNumberCorrected;;
0936;MTD0936_Beethoven_Op079-02.jpg;MTD0936_Beethoven_Op079-02.jpg;MTD0936_Beethoven_Op079-02.mid;MTD0936_Beethoven_Op079-02.wav;Beethoven_Op079-02_Brendel_BC-WCM6831.wav;B818;0942;Beethoven;1770;1827;Op079-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6831;;;Piano;Piano;Solo;Homophon;049;Track06;00:38.6;00:44.7;0;MidiNumberCorrected;;
0937;MTD0937_Beethoven_Op079-03.jpg;MTD0937_Beethoven_Op079-03.jpg;MTD0937_Beethoven_Op079-03.mid;MTD0937_Beethoven_Op079-03.wav;Beethoven_Op079-03_Brendel_BC-WCM6832.wav;B819;0943;Beethoven;1770;1827;Op079-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6832;;;Piano;Piano;Solo;Homophon;049;Track07;00:00.4;00:03.6;0;MidiNumberCorrected;;
0938;MTD0938_Beethoven_Op081a-01.jpg;MTD0938_Beethoven_Op081a-01.jpg;MTD0938_Beethoven_Op081a-01.mid;MTD0938_Beethoven_Op081a-01.wav;Beethoven_Op081a-01_Brendel_BC-WCM6808.wav;B820;0944;Beethoven;1770;1827;Op081a-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6808;;;Piano;Piano;Solo;Homophon;047;Track06;00:00.3;00:13.6;0;MidiNumberCorrected;;
0939;MTD0939_Beethoven_Op081a-01.jpg;MTD0939_Beethoven_Op081a-01.jpg;MTD0939_Beethoven_Op081a-01.mid;MTD0939_Beethoven_Op081a-01.wav;Beethoven_Op081a-01_Brendel_BC-WCM6808.wav;B821;0945;Beethoven;1770;1827;Op081a-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6808;;;Piano;Piano;Solo;Homophon;047;Track06;01:06;01:10.1;0;MidiNumberCorrected;;
0940;MTD0940_Beethoven_Op081a-01.jpg;MTD0940_Beethoven_Op081a-01.jpg;MTD0940_Beethoven_Op081a-01.mid;MTD0940_Beethoven_Op081a-01.wav;Beethoven_Op081a-01_Brendel_BC-WCM6808.wav;B822;0946;Beethoven;1770;1827;Op081a-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6808;;;Piano;Piano;Solo;Polyphon;047;Track06;02:02.6;02:07;0;MidiNumberCorrected;;
0941;MTD0941_Beethoven_Op081a-02.jpg;MTD0941_Beethoven_Op081a-02.jpg;MTD0941_Beethoven_Op081a-02.mid;MTD0941_Beethoven_Op081a-02.wav;Beethoven_Op081a-02_Brendel_BC-WCM6809.wav;B823;0947;Beethoven;1770;1827;Op081a-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6809;;;Piano;Piano;Solo;Homophon;047;Track07;00:00.3;00:14.7;0;MidiNumberCorrected,MidiErrTempo;;
0942;MTD0942_Beethoven_Op081a-03.jpg;MTD0942_Beethoven_Op081a-03.jpg;MTD0942_Beethoven_Op081a-03.mid;MTD0942_Beethoven_Op081a-03.wav;Beethoven_Op081a-03_Brendel_BC-WCM6810.wav;B824;0948;Beethoven;1770;1827;Op081a-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6810;;;Piano;Piano;Solo;Homophon;047;Track08;00:11.1;00:16;0;MidiNumberCorrected;;
0943;MTD0943_Beethoven_Op090-01.jpg;MTD0943_Beethoven_Op090-01.jpg;MTD0943_Beethoven_Op090-01.mid;MTD0943_Beethoven_Op090-01.wav;Beethoven_Op090-01_Brendel_BC-WCM6801.wav;B825;0949;Beethoven;1770;1827;Op090-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6801;;;Piano;Piano;Solo;Homophon;046;Track10;00:00.2;00:04.7;0;MidiNumberCorrected;;
0944;MTD0944_Beethoven_Op090-02.jpg;MTD0944_Beethoven_Op090-02.jpg;MTD0944_Beethoven_Op090-02.mid;MTD0944_Beethoven_Op090-02.wav;Beethoven_Op090-02_Brendel_BC-WCM6802.wav;B826;0950;Beethoven;1770;1827;Op090-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6802;;;Piano;Piano;Solo;Homophon;046;Track11;00:00.3;00:06.4;0;MidiNumberCorrected;;
0945;MTD0945_Beethoven_Op101-01.jpg;MTD0945_Beethoven_Op101-01.jpg;MTD0945_Beethoven_Op101-01.mid;MTD0945_Beethoven_Op101-01.wav;Beethoven_Op101-01_Brendel_BC-WCM6792.wav;B827;0951;Beethoven;1770;1827;Op101-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6792;;;Piano;Piano;Solo;Homophon;046;Track01;00:00;00:07.7;0;MidiNumberCorrected;;
0946;MTD0946_Beethoven_Op101-02.jpg;MTD0946_Beethoven_Op101-02.jpg;MTD0946_Beethoven_Op101-02.mid;MTD0946_Beethoven_Op101-02.wav;Beethoven_Op101-02_Brendel_BC-WCM6793.wav;B828;0952;Beethoven;1770;1827;Op101-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6793;;;Piano;Piano;Solo;Homophon;046;Track02;00:00;00:05.4;0;MidiNumberCorrected;;
0947;MTD0947_Beethoven_Op101-03.jpg;MTD0947_Beethoven_Op101-03.jpg;MTD0947_Beethoven_Op101-03.mid;MTD0947_Beethoven_Op101-03.wav;Beethoven_Op101-03_Brendel_BC-WCM6794.wav;B829;0953;Beethoven;1770;1827;Op101-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6794;;;Piano;Piano;Solo;Homophon;046;Track03;00:00.3;00:22.6;0;MidiNumberCorrected,MidiErrTempo;;
0948;MTD0948_Beethoven_Op101-03.jpg;MTD0948_Beethoven_Op101-03.jpg;MTD0948_Beethoven_Op101-03.mid;MTD0948_Beethoven_Op101-03.wav;Beethoven_Op101-03_Brendel_BC-WCM6794.wav;B830;0954;Beethoven;1770;1827;Op101-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6794;;;Piano;Piano;Solo;Polyphon;046;Track03;02:29.7;02:33.7;0;MidiNumberCorrected;;
0949;MTD0949_Beethoven_Op106-01.jpg;MTD0949_Beethoven_Op106-01.jpg;MTD0949_Beethoven_Op106-01.mid;MTD0949_Beethoven_Op106-01.wav;Beethoven_Op106-01_Brendel_BC-WCM6786.wav;B831;0955;Beethoven;1770;1827;Op106-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6786;;;Piano;Piano;Solo;Homophon;045;Track01;00:00.1;00:05;0;MidiNumberCorrected;;
0950;MTD0950_Beethoven_Op106-01.jpg;MTD0950_Beethoven_Op106-01.jpg;MTD0950_Beethoven_Op106-01.mid;MTD0950_Beethoven_Op106-01.wav;Beethoven_Op106-01_Brendel_BC-WCM6786.wav;B832;0956;Beethoven;1770;1827;Op106-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6786;;;Piano;Piano;Solo;Homophon;045;Track01;00:06.7;00:12.8;0;MidiNumberCorrected;;
0951;MTD0951_Beethoven_Op106-01.jpg;MTD0951_Beethoven_Op106-01.jpg;MTD0951_Beethoven_Op106-01.mid;MTD0951_Beethoven_Op106-01.wav;Beethoven_Op106-01_Brendel_BC-WCM6786.wav;B833;0957;Beethoven;1770;1827;Op106-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6786;;;Piano;Piano;Solo;Homophon;045;Track01;02:06;02:14.3;0;MidiNumberCorrected;;
0952;MTD0952_Beethoven_Op106-02.jpg;MTD0952_Beethoven_Op106-02.jpg;MTD0952_Beethoven_Op106-02.mid;MTD0952_Beethoven_Op106-02.wav;Beethoven_Op106-02_Brendel_BC-WCM6787.wav;B834;0958;Beethoven;1770;1827;Op106-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6787;;;Piano;Piano;Solo;Homophon;045;Track02;00:00.2;00:03.6;0;MidiNumberCorrected;;
0953;MTD0953_Beethoven_Op106-03.jpg;MTD0953_Beethoven_Op106-03.jpg;MTD0953_Beethoven_Op106-03.mid;MTD0953_Beethoven_Op106-03.wav;Beethoven_Op106-03_Brendel_BC-WCM6788.wav;B835;0959;Beethoven;1770;1827;Op106-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6788;;;Piano;Piano;Solo;Homophon;045;Track03;00:06.1;00:25.5;0;MidiNumberCorrected;;
0954;MTD0954_Beethoven_Op106-03.jpg;MTD0954_Beethoven_Op106-03.jpg;MTD0954_Beethoven_Op106-03.mid;MTD0954_Beethoven_Op106-03.wav;Beethoven_Op106-03_Brendel_BC-WCM6788.wav;B836;0960;Beethoven;1770;1827;Op106-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6788;;;Piano;Piano;Solo;Homophon;045;Track03;02:26.1;02:41.8;0;MidiNumberCorrected;;
0955;MTD0955_Beethoven_Op106-04.jpg;MTD0955_Beethoven_Op106-04.jpg;MTD0955_Beethoven_Op106-04.mid;MTD0955_Beethoven_Op106-04.wav;Beethoven_Op106-04_Brendel_BC-WCM6789.wav;B837;0961;Beethoven;1770;1827;Op106-04;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6789;;;Piano;Piano;Solo;Monophon;045;Track04;02:12.3;02:16.7;0;MidiNumberCorrected;;
0956;MTD0956_Beethoven_Op106-04.jpg;MTD0956_Beethoven_Op106-04.jpg;MTD0956_Beethoven_Op106-04.mid;MTD0956_Beethoven_Op106-04.wav;Beethoven_Op106-04_Brendel_BC-WCM6789.wav;B838;0962;Beethoven;1770;1827;Op106-04;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6789;;;Piano;Piano;Solo;Polyphon;045;Track04;08:12.3;08:20;0;MidiNumberCorrected;;
0957;MTD0957_Beethoven_Op109-01.jpg;MTD0957_Beethoven_Op109-01.jpg;MTD0957_Beethoven_Op109-01.mid;MTD0957_Beethoven_Op109-01.wav;Beethoven_Op109-01_Brendel_BC-WCM6795.wav;B839;0963;Beethoven;1770;1827;Op109-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6795;;;Piano;Piano;Solo;Homophon;046;Track04;00:00.3;00:04.4;0;MidiNumberCorrected;;
0958;MTD0958_Beethoven_Op109-02.jpg;MTD0958_Beethoven_Op109-02.jpg;MTD0958_Beethoven_Op109-02.mid;MTD0958_Beethoven_Op109-02.wav;Beethoven_Op109-02_Brendel_BC-WCM6796.wav;B840;0964;Beethoven;1770;1827;Op109-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6796;;;Piano;Piano;Solo;Homophon;046;Track05;00:00.2;00:03.1;0;MidiNumberCorrected;;
0959;MTD0959_Beethoven_Op109-03.jpg;MTD0959_Beethoven_Op109-03.jpg;MTD0959_Beethoven_Op109-03.mid;MTD0959_Beethoven_Op109-03.wav;Beethoven_Op109-03_Brendel_BC-WCM6797.wav;B841;0965;Beethoven;1770;1827;Op109-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6797;;;Piano;Piano;Solo;Homophon;046;Track06;00:00.1;00:12.6;0;MidiNumberCorrected;;
0960;MTD0960_Beethoven_Op110-01.jpg;MTD0960_Beethoven_Op110-01.jpg;MTD0960_Beethoven_Op110-01.mid;MTD0960_Beethoven_Op110-01.wav;Beethoven_Op110-01_Brendel_BC-WCM6798.wav;B842;0966;Beethoven;1770;1827;Op110-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6798;;;Piano;Piano;Solo;Homophon;046;Track07;00:00.3;00:14;0;MidiNumberCorrected,MidiErr;missing note;
0961;MTD0961_Beethoven_Op110-01.jpg;MTD0961_Beethoven_Op110-01.jpg;MTD0961_Beethoven_Op110-01.mid;MTD0961_Beethoven_Op110-01.wav;Beethoven_Op110-01_Brendel_BC-WCM6798.wav;B843;0967;Beethoven;1770;1827;Op110-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6798;;;Piano;Piano;Solo;Homophon;046;Track07;00:19;00:31;0;;;
0962;MTD0962_Beethoven_Op110-02.jpg;MTD0962_Beethoven_Op110-02.jpg;MTD0962_Beethoven_Op110-02.mid;MTD0962_Beethoven_Op110-02.wav;Beethoven_Op110-02+Op110-03_Brendel_BC-WCM6799.wav;B844;0968;Beethoven;1770;1827;Op110-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6799;;;Piano;Piano;Solo;Homophon;046;Track08;00:40.1;00:43.5;0;;;
0963;MTD0963_Beethoven_Op110-03.jpg;MTD0963_Beethoven_Op110-03.jpg;MTD0963_Beethoven_Op110-03.mid;MTD0963_Beethoven_Op110-03.wav;Beethoven_Op110-02+Op110-03_Brendel_BC-WCM6799.wav;B845;0969;Beethoven;1770;1827;Op110-03;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6799;;;Piano;Piano;Solo;Homophon;046;Track08;04:16.1;04:29.1;0;;changed Tracks: BM: this theme is part of 3rd mov., CD: this theme is part of 2nd mov.;
0964;MTD0964_Beethoven_Op110-03-Fugue.jpg;MTD0964_Beethoven_Op110-03-Fugue.jpg;MTD0964_Beethoven_Op110-03-Fugue.mid;MTD0964_Beethoven_Op110-03-Fugue.wav;Beethoven_Op110-03-Fugue_Brendel_BC-WCM6800.wav;B846;0970;Beethoven;1770;1827;Op110-03-Fugue;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6800;;;Piano;Piano;Solo;Monophon;046;Track09;00:00;00:06.6;0;;;
0965;MTD0965_Beethoven_Op111-01.jpg;MTD0965_Beethoven_Op111-01.jpg;MTD0965_Beethoven_Op111-01.mid;MTD0965_Beethoven_Op111-01.wav;Beethoven_Op111-01_Brendel_BC-WCM6790.wav;B847;0971;Beethoven;1770;1827;Op111-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6790;;;Piano;Piano;Solo;Homophon;045;Track05;00:00.7;00:11;0;MidiErrTempo;;
0966;MTD0966_Beethoven_Op111-01.jpg;MTD0966_Beethoven_Op111-01.jpg;MTD0966_Beethoven_Op111-01.mid;MTD0966_Beethoven_Op111-01.wav;Beethoven_Op111-01_Brendel_BC-WCM6790.wav;B848;0972;Beethoven;1770;1827;Op111-01;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6790;;;Piano;Piano;Solo;Monophon;045;Track05;01:51.4;01:55.4;0;;;
0967;MTD0967_Beethoven_Op111-02.jpg;MTD0967_Beethoven_Op111-02.jpg;MTD0967_Beethoven_Op111-02.mid;MTD0967_Beethoven_Op111-02.wav;Beethoven_Op111-02_Brendel_BC-WCM6791.wav;B849;0973;Beethoven;1770;1827;Op111-02;Brendel;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6791;;;Piano;Piano;Solo;Homophon;045;Track06;00:00.2;00:23.4;0;;;
0968;MTD0968_Beethoven_Op012No1-01.jpg;MTD0968_Beethoven_Op012No1-01.jpg;MTD0968_Beethoven_Op012No1-01.mid;MTD0968_Beethoven_Op012No1-01.wav;Beethoven_Op012No1-01_Grumiaux_BC-WCM6633.wav;B850;0974;Beethoven;1770;1827;Op012No1-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6633;;;Violin, Piano;Violin, Piano;Duo;Monophon;030;Track01;00:02;00:10;0;;;
0969;MTD0969_Beethoven_Op012No1-02.jpg;MTD0969_Beethoven_Op012No1-02.jpg;MTD0969_Beethoven_Op012No1-02.mid;MTD0969_Beethoven_Op012No1-02.wav;Beethoven_Op012No1-02_Grumiaux_BC-WCM6634.wav;B851;0975;Beethoven;1770;1827;Op012No1-02;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6634;;;Piano;Violin, Piano;Duo;Homophon;030;Track02;00:01;00:12.5;0;;;
0970;MTD0970_Beethoven_Op012No1-03.jpg;MTD0970_Beethoven_Op012No1-03.jpg;MTD0970_Beethoven_Op012No1-03.mid;MTD0970_Beethoven_Op012No1-03.wav;Beethoven_Op012No1-03_Grumiaux_BC-WCM6635.wav;B852;0976;Beethoven;1770;1827;Op012No1-03;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6635;;;Piano;Violin, Piano;Duo;Homophon;030;Track03;00:00.9;00:05.1;0;;;
0971;MTD0971_Beethoven_Op012No2-01.jpg;MTD0971_Beethoven_Op012No2-01.jpg;MTD0971_Beethoven_Op012No2-01.mid;MTD0971_Beethoven_Op012No2-01.wav;Beethoven_Op012No2-01_Grumiaux_BC-WCM6636.wav;B853;0977;Beethoven;1770;1827;Op012No2-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6636;;;Piano;Violin, Piano;Duo;Homophon;030;Track04;00:00.8;00:04.5;0;;;
0972;MTD0972_Beethoven_Op012No2-01.jpg;MTD0972_Beethoven_Op012No2-01.jpg;MTD0972_Beethoven_Op012No2-01.mid;MTD0972_Beethoven_Op012No2-01.wav;Beethoven_Op012No2-01_Grumiaux_BC-WCM6636.wav;B854;0978;Beethoven;1770;1827;Op012No2-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6636;;;Violin;Violin, Piano;Duo;Homophon;030;Track04;00:32.8;00:38.2;0;;;
0973;MTD0973_Beethoven_Op012No2-02.jpg;MTD0973_Beethoven_Op012No2-02.jpg;MTD0973_Beethoven_Op012No2-02.mid;MTD0973_Beethoven_Op012No2-02.wav;Beethoven_Op012No2-02_Grumiaux_BC-WCM6637.wav;B855;0979;Beethoven;1770;1827;Op012No2-02;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6637;;;Piano;Violin, Piano;Duo;Monophon+Homophon;030;Track05;00:01;00:10;0;;;
0974;MTD0974_Beethoven_Op012No2-03.jpg;MTD0974_Beethoven_Op012No2-03.jpg;MTD0974_Beethoven_Op012No2-03.mid;MTD0974_Beethoven_Op012No2-03.wav;Beethoven_Op012No2-03_Grumiaux_BC-WCM6638.wav;B856;0980;Beethoven;1770;1827;Op012No2-03;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6638;;;Piano;Violin, Piano;Duo;Homophon;030;Track06;00:00.7;00:03.8;0;;;
0975;MTD0975_Beethoven_Op012No3-01.jpg;MTD0975_Beethoven_Op012No3-01.jpg;MTD0975_Beethoven_Op012No3-01.mid;MTD0975_Beethoven_Op012No3-01.wav;Beethoven_Op012No3-01_Grumiaux_BC-WCM6639.wav;B857;0981;Beethoven;1770;1827;Op012No3-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6639;;;Piano;Violin, Piano;Duo;Homophon;030;Track07;00:01;00:05;0;;;
0976;MTD0976_Beethoven_Op012No3-01.jpg;MTD0976_Beethoven_Op012No3-01.jpg;MTD0976_Beethoven_Op012No3-01.mid;MTD0976_Beethoven_Op012No3-01.wav;Beethoven_Op012No3-01_Grumiaux_BC-WCM6639.wav;B858;0982;Beethoven;1770;1827;Op012No3-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6639;;;Violin;Violin, Piano;Duo;Homophon;030;Track07;00:56.2;01:03.5;0;;;
0977;MTD0977_Beethoven_Op012No3-02.jpg;MTD0977_Beethoven_Op012No3-02.jpg;MTD0977_Beethoven_Op012No3-02.mid;MTD0977_Beethoven_Op012No3-02.wav;Beethoven_Op012No3-02_Grumiaux_BC-WCM6640.wav;B859;0983;Beethoven;1770;1827;Op012No3-02;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6640;;;Piano;Violin, Piano;Duo;Homophon;030;Track08;00:01.3;00:21.7;0;MidiErr;missing grace note, missing ornament;
0978;MTD0978_Beethoven_Op012No3-03.jpg;MTD0978_Beethoven_Op012No3-03.jpg;MTD0978_Beethoven_Op012No3-03.mid;MTD0978_Beethoven_Op012No3-03.wav;Beethoven_Op012No3-03_Grumiaux_BC-WCM6641.wav;B860;0984;Beethoven;1770;1827;Op012No3-03;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6641;;;Piano;Violin, Piano;Duo;Homophon;030;Track09;00:00.7;00:04.5;0;;;
0979;MTD0979_Beethoven_Op023-01.jpg;MTD0979_Beethoven_Op023-01.jpg;MTD0979_Beethoven_Op023-01.mid;MTD0979_Beethoven_Op023-01.wav;Beethoven_Op023-01_Grumiaux_BC-WCM6642.wav;B861;0985;Beethoven;1770;1827;Op023-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6642;;;Piano;Violin, Piano;Duo;Polyphon;030;Track10;00:01;00:06.2;0;MidiErr;missing grace notes;
0980;MTD0980_Beethoven_Op023-02.jpg;MTD0980_Beethoven_Op023-02.jpg;MTD0980_Beethoven_Op023-02.mid;MTD0980_Beethoven_Op023-02.wav;Beethoven_Op023-02_Grumiaux_BC-WCM6643.wav;B862;0986;Beethoven;1770;1827;Op023-02;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6643;;;Piano;Violin, Piano;Duo;Homophon;030;Track11;00:01;00:14;0;;;
0981;MTD0981_Beethoven_Op023-03.jpg;MTD0981_Beethoven_Op023-03.jpg;MTD0981_Beethoven_Op023-03.mid;MTD0981_Beethoven_Op023-03.wav;Beethoven_Op023-03_Grumiaux_BC-WCM6644.wav;B863;0987;Beethoven;1770;1827;Op023-03;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6644;;;Piano;Violin, Piano;Duo;Polyphon;030;Track12;00:00.8;00:06.2;0;;;
0982;MTD0982_Beethoven_Op024-01.jpg;MTD0982_Beethoven_Op024-01.jpg;MTD0982_Beethoven_Op024-01.mid;MTD0982_Beethoven_Op024-01.wav;Beethoven_Op024-01_Grumiaux_BC-WCM6645.wav;B864;0988;Beethoven;1770;1827;Op024-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6645;;;Violin;Violin, Piano;Duo;Homophon;031;Track01;00:02;00:10;0;;;
0983;MTD0983_Beethoven_Op024-02.jpg;MTD0983_Beethoven_Op024-02.jpg;MTD0983_Beethoven_Op024-02.mid;MTD0983_Beethoven_Op024-02.wav;Beethoven_Op024-02_Grumiaux_BC-WCM6646.wav;B865;0989;Beethoven;1770;1827;Op024-02;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6646;;;Piano;Violin, Piano;Duo;Homophon;031;Track02;00:05.2;00:21;0;;;
0984;MTD0984_Beethoven_Op024-03.jpg;MTD0984_Beethoven_Op024-03.jpg;MTD0984_Beethoven_Op024-03.mid;MTD0984_Beethoven_Op024-03.wav;Beethoven_Op024-03_Grumiaux_BC-WCM6647.wav;B866;0990;Beethoven;1770;1827;Op024-03;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6647;;;Piano;Violin, Piano;Duo;Homophon;031;Track03;00:00.6;00:03.3;0;;;
0985;MTD0985_Beethoven_Op024-04.jpg;MTD0985_Beethoven_Op024-04.jpg;MTD0985_Beethoven_Op024-04.mid;MTD0985_Beethoven_Op024-04.wav;Beethoven_Op024-04_Grumiaux_BC-WCM6648.wav;B867;0991;Beethoven;1770;1827;Op024-04;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6648;;;Piano;Violin, Piano;Duo;Polyphon;031;Track04;00:00.8;00:06;0;;;
0986;MTD0986_Beethoven_Op030No1-01.jpg;MTD0986_Beethoven_Op030No1-01.jpg;MTD0986_Beethoven_Op030No1-01.mid;MTD0986_Beethoven_Op030No1-01.wav;Beethoven_Op030No1-01_Grumiaux_BC-WCM6649.wav;B868;0992;Beethoven;1770;1827;Op030No1-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6649;;;Piano;Violin, Piano;Duo;Homophon;031;Track05;00:01;00:11;0;;;
0987;MTD0987_Beethoven_Op030No1-01.jpg;MTD0987_Beethoven_Op030No1-01.jpg;MTD0987_Beethoven_Op030No1-01.mid;MTD0987_Beethoven_Op030No1-01.wav;Beethoven_Op030No1-01_Grumiaux_BC-WCM6649.wav;B869;0993;Beethoven;1770;1827;Op030No1-01;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6649;;;Piano;Violin, Piano;Duo;Homophon;031;Track05;00:44.4;00:49.3;0;MidiErr;missing grace notes;
0988;MTD0988_Beethoven_Op030No1-02.jpg;MTD0988_Beethoven_Op030No1-02.jpg;MTD0988_Beethoven_Op030No1-02.mid;MTD0988_Beethoven_Op030No1-02.wav;Beethoven_Op030No1-02_Grumiaux_BC-WCM6650.wav;B870;0994;Beethoven;1770;1827;Op030No1-02;Grumiaux;Composer/Beethoven_CompleteEdition_BC;814c53fd-0732-4819-9753-4578f5ab992c;BC;6650;;;Violin;Violin, Piano;Duo;Homophon;031;Track06;00:00.9;00:23.1;0;;;
